Id,Timestamp,Datetime,minute,Xvib,Yvib,Zvib
651,1669786099.781892,2022-11-30 14:28:19.781892,28,-2346,3384,-351
651,1669786099.971651,2022-11-30 14:28:19.971651,28,-2382,3432,-387
651,1669786100.002904,2022-11-30 14:28:20.002904,28,-2330,3416,-291
651,1669786100.284168,2022-11-30 14:28:20.284168,28,-2366,3380,-343
651,1669786100.47162,2022-11-30 14:28:20.471620,28,-2318,3364,-363
651,1669786100.643528,2022-11-30 14:28:20.643528,28,-2354,3416,-343
651,1669786100.799778,2022-11-30 14:28:20.799778,28,-2382,3324,-359
651,1669786100.956003,2022-11-30 14:28:20.956003,28,-2326,3388,-307
651,1669786101.14529,2022-11-30 14:28:21.145290,28,-2338,3360,-335
651,1669786101.332995,2022-11-30 14:28:21.332995,28,-2350,3344,-311
651,1669786101.582997,2022-11-30 14:28:21.582997,28,-2346,3392,-331
651,1669786101.723268,2022-11-30 14:28:21.723268,28,-2330,3332,-319
651,1669786101.788108,2022-11-30 14:28:21.788108,28,-2330,3344,-335
651,1669786102.069335,2022-11-30 14:28:22.069335,28,-2366,3348,-315
651,1669786102.193975,2022-11-30 14:28:22.193975,28,-2342,3348,-339
651,1669786102.397458,2022-11-30 14:28:22.397458,28,-2310,3312,-363
651,1669786102.584985,2022-11-30 14:28:22.584985,28,-2330,3400,-351
651,1669786102.663049,2022-11-30 14:28:22.663049,28,-2334,3384,-359
651,1669786102.944331,2022-11-30 14:28:22.944331,28,-2362,3404,-327
651,1669786103.03773,2022-11-30 14:28:23.037730,28,-2338,3360,-347
651,1669786103.383652,2022-11-30 14:28:23.383652,28,-2362,3388,-355
651,1669786103.571175,2022-11-30 14:28:23.571175,28,-2354,3344,-343
651,1669786103.649304,2022-11-30 14:28:23.649304,28,-2358,3360,-331
651,1669786103.883677,2022-11-30 14:28:23.883677,28,-2362,3360,-355
651,1669786104.071143,2022-11-30 14:28:24.071143,28,-2350,3372,-387
651,1669786104.133676,2022-11-30 14:28:24.133676,28,-2334,3356,-347
651,1669786104.555329,2022-11-30 14:28:24.555329,28,-2354,3364,-347
651,1669786104.602222,2022-11-30 14:28:24.602222,28,-2334,3372,-355
651,1669786104.633652,2022-11-30 14:28:24.633652,28,-2310,3400,-339
651,1669786104.868051,2022-11-30 14:28:24.868051,28,-2374,3392,-355
651,1669786105.118051,2022-11-30 14:28:25.118051,28,-2306,3400,-335
651,1669786105.370429,2022-11-30 14:28:25.370429,28,-2362,3392,-363
651,1669786105.43298,2022-11-30 14:28:25.432980,28,-2338,3340,-331
651,1669786105.682958,2022-11-30 14:28:25.682958,28,-2374,3400,-395
651,1669786105.870431,2022-11-30 14:28:25.870431,28,-2342,3376,-295
651,1669786105.948202,2022-11-30 14:28:25.948202,28,-2342,3408,-319
651,1669786106.213822,2022-11-30 14:28:26.213822,28,-2318,3328,-331
651,1669786106.370432,2022-11-30 14:28:26.370432,28,-2346,3356,-355
651,1669786106.682927,2022-11-30 14:28:26.682927,28,-2310,3384,-387
651,1669786106.71418,2022-11-30 14:28:26.714180,28,-2346,3404,-351
651,1669786106.917304,2022-11-30 14:28:26.917304,28,-2338,3316,-311
651,1669786107.153321,2022-11-30 14:28:27.153321,28,-2346,3384,-383
651,1669786107.372284,2022-11-30 14:28:27.372284,28,-2366,3364,-383
651,1669786107.497284,2022-11-30 14:28:27.497284,28,-2306,3332,-339
651,1669786107.669155,2022-11-30 14:28:27.669155,28,-2342,3368,-359
651,1669786107.981658,2022-11-30 14:28:27.981658,28,-2314,3372,-331
651,1669786108.18478,2022-11-30 14:28:28.184780,28,-2366,3368,-331
651,1669786108.200055,2022-11-30 14:28:28.200055,28,-2382,3352,-319
651,1669786108.497282,2022-11-30 14:28:28.497282,28,-2326,3368,-367
651,1669786108.544155,2022-11-30 14:28:28.544155,28,-2334,3376,-391
651,1669786108.778559,2022-11-30 14:28:28.778559,28,-2366,3372,-311
651,1669786108.950388,2022-11-30 14:28:28.950388,28,-2342,3348,-319
651,1669786109.138177,2022-11-30 14:28:29.138177,28,-2366,3364,-311
651,1669786109.233348,2022-11-30 14:28:29.233348,28,-2350,3392,-355
651,1669786109.483704,2022-11-30 14:28:29.483704,28,-2330,3420,-363
651,1669786109.67118,2022-11-30 14:28:29.671180,28,-2362,3388,-319
651,1669786109.764952,2022-11-30 14:28:29.764952,28,-2354,3332,-323
651,1669786109.985606,2022-11-30 14:28:29.985606,28,-2346,3376,-307
651,1669786110.235596,2022-11-30 14:28:30.235596,28,-2306,3388,-355
651,1669786110.391808,2022-11-30 14:28:30.391808,28,-2326,3408,-347
651,1669786110.43865,2022-11-30 14:28:30.438650,28,-2342,3348,-323
651,1669786110.735202,2022-11-30 14:28:30.735202,28,-2342,3348,-335
651,1669786110.923062,2022-11-30 14:28:30.923062,28,-2366,3368,-335
651,1669786111.0949,2022-11-30 14:28:31.094900,28,-2314,3368,-303
651,1669786111.330898,2022-11-30 14:28:31.330898,28,-2374,3360,-379
651,1669786111.471519,2022-11-30 14:28:31.471519,28,-2354,3356,-339
651,1669786111.643459,2022-11-30 14:28:31.643459,28,-2318,3404,-359
651,1669786111.821319,2022-11-30 14:28:31.821319,28,-2318,3312,-307
651,1669786112.07131,2022-11-30 14:28:32.071310,28,-2382,3380,-383
651,1669786112.165041,2022-11-30 14:28:32.165041,28,-2346,3400,-371
651,1669786112.383785,2022-11-30 14:28:32.383785,28,-2342,3376,-335
651,1669786112.571016,2022-11-30 14:28:32.571016,28,-2298,3368,-371
651,1669786112.633787,2022-11-30 14:28:32.633787,28,-2378,3384,-311
651,1669786112.946311,2022-11-30 14:28:32.946311,28,-2306,3372,-315
651,1669786113.024409,2022-11-30 14:28:33.024409,28,-2342,3332,-311
651,1669786113.229847,2022-11-30 14:28:33.229847,28,-2374,3376,-323
651,1669786113.386124,2022-11-30 14:28:33.386124,28,-2366,3396,-355
651,1669786113.745469,2022-11-30 14:28:33.745469,28,-2366,3316,-319
651,1669786113.87047,2022-11-30 14:28:33.870470,28,-2358,3368,-323
651,1669786113.948596,2022-11-30 14:28:33.948596,28,-2342,3404,-379
651,1669786114.182969,2022-11-30 14:28:34.182969,28,-2342,3336,-319
651,1669786114.370471,2022-11-30 14:28:34.370471,28,-2314,3356,-371
651,1669786114.432617,2022-11-30 14:28:34.432617,28,-2342,3388,-339
651,1669786114.745471,2022-11-30 14:28:34.745471,28,-2330,3384,-291
651,1669786114.839231,2022-11-30 14:28:34.839231,28,-2394,3372,-371
651,1669786114.995466,2022-11-30 14:28:34.995466,28,-2334,3360,-331
651,1669786115.419601,2022-11-30 14:28:35.419601,28,-2342,3360,-335
651,1669786115.466476,2022-11-30 14:28:35.466476,28,-2374,3308,-319
651,1669786115.669598,2022-11-30 14:28:35.669598,28,-2358,3348,-307
651,1669786115.77876,2022-11-30 14:28:35.778760,28,-2354,3352,-319
651,1669786116.028996,2022-11-30 14:28:36.028996,28,-2330,3328,-375
651,1669786116.1696,2022-11-30 14:28:36.169600,28,-2378,3368,-331
651,1669786116.263348,2022-11-30 14:28:36.263348,28,-2338,3352,-339
651,1669786116.607101,2022-11-30 14:28:36.607101,28,-2330,3352,-331
651,1669786116.669582,2022-11-30 14:28:36.669582,28,-2330,3368,-343
651,1669786116.794603,2022-11-30 14:28:36.794603,28,-2338,3352,-407
651,1669786117.013348,2022-11-30 14:28:37.013348,28,-2310,3400,-347
651,1669786117.218538,2022-11-30 14:28:37.218538,28,-2314,3356,-339
651,1669786117.484162,2022-11-30 14:28:37.484162,28,-2334,3336,-311
651,1669786117.671678,2022-11-30 14:28:37.671678,28,-2330,3352,-331
651,1669786117.733811,2022-11-30 14:28:37.733811,28,-2354,3360,-315
651,1669786118.171662,2022-11-30 14:28:38.171662,28,-2350,3364,-343
651,1669786118.218183,2022-11-30 14:28:38.218183,28,-2330,3312,-331
651,1669786118.233949,2022-11-30 14:28:38.233949,28,-2338,3352,-375
651,1669786118.437288,2022-11-30 14:28:38.437288,28,-2342,3364,-303
651,1669786118.671706,2022-11-30 14:28:38.671706,28,-2346,3372,-327
651,1669786118.749436,2022-11-30 14:28:38.749436,28,-2374,3348,-343
651,1669786119.031037,2022-11-30 14:28:39.031037,28,-2354,3400,-311
651,1669786119.235956,2022-11-30 14:28:39.235956,28,-2350,3328,-379
651,1669786119.516999,2022-11-30 14:28:39.516999,28,-2366,3376,-343
651,1669786119.532614,2022-11-30 14:28:39.532614,28,-2358,3360,-383
651,1669786119.782838,2022-11-30 14:28:39.782838,28,-2342,3368,-347
651,1669786119.988131,2022-11-30 14:28:39.988131,28,-2382,3332,-383
651,1669786120.035022,2022-11-30 14:28:40.035022,28,-2326,3360,-359
651,1669786120.300656,2022-11-30 14:28:40.300656,28,-2386,3360,-339
651,1669786120.581862,2022-11-30 14:28:40.581862,28,-2310,3324,-327
651,1669786120.706895,2022-11-30 14:28:40.706895,28,-2350,3368,-343
651,1669786120.769042,2022-11-30 14:28:40.769042,28,-2318,3376,-359
651,1669786121.081897,2022-11-30 14:28:41.081897,28,-2354,3360,-335
651,1669786121.318239,2022-11-30 14:28:41.318239,28,-2366,3368,-359
651,1669786121.349162,2022-11-30 14:28:41.349162,28,-2370,3364,-307
651,1669786121.615141,2022-11-30 14:28:41.615141,28,-2318,3312,-335
651,1669786121.773381,2022-11-30 14:28:41.773381,28,-2330,3372,-347
651,1669786121.836232,2022-11-30 14:28:41.836232,28,-2382,3372,-303
651,1669786122.101825,2022-11-30 14:28:42.101825,28,-2322,3376,-319
651,1669786122.383111,2022-11-30 14:28:42.383111,28,-2338,3420,-319
651,1669786122.429982,2022-11-30 14:28:42.429982,28,-2338,3372,-335
651,1669786122.586221,2022-11-30 14:28:42.586221,28,-2314,3368,-319
651,1669786122.883112,2022-11-30 14:28:42.883112,28,-2330,3396,-319
651,1669786123.070606,2022-11-30 14:28:43.070606,28,-2314,3380,-319
651,1669786123.166021,2022-11-30 14:28:43.166021,28,-2318,3400,-327
651,1669786123.369552,2022-11-30 14:28:43.369552,28,-2378,3404,-403
651,1669786123.681997,2022-11-30 14:28:43.681997,28,-2362,3380,-287
651,1669786123.728513,2022-11-30 14:28:43.728513,28,-2322,3376,-347
651,1669786123.900388,2022-11-30 14:28:43.900388,28,-2362,3428,-315
651,1669786124.18197,2022-11-30 14:28:44.181970,28,-2358,3356,-283
651,1669786124.369494,2022-11-30 14:28:44.369494,28,-2370,3352,-331
651,1669786124.463244,2022-11-30 14:28:44.463244,28,-2326,3364,-367
651,1669786124.681996,2022-11-30 14:28:44.681996,28,-2362,3336,-391
651,1669786124.853662,2022-11-30 14:28:44.853662,28,-2342,3364,-343
651,1669786125.025746,2022-11-30 14:28:45.025746,28,-2362,3380,-331
651,1669786125.215284,2022-11-30 14:28:45.215284,28,-2362,3404,-331
651,1669786125.371952,2022-11-30 14:28:45.371952,28,-2346,3388,-331
651,1669786125.434392,2022-11-30 14:28:45.434392,28,-2386,3384,-311
651,1669786125.731293,2022-11-30 14:28:45.731293,28,-2338,3352,-327
651,1669786125.934389,2022-11-30 14:28:45.934389,28,-2354,3380,-339
651,1669786126.184392,2022-11-30 14:28:46.184392,28,-2346,3380,-359
651,1669786126.371894,2022-11-30 14:28:46.371894,28,-2334,3324,-315
651,1669786126.449658,2022-11-30 14:28:46.449658,28,-2394,3368,-335
651,1669786126.684393,2022-11-30 14:28:46.684393,28,-2318,3332,-335
651,1669786126.871879,2022-11-30 14:28:46.871879,28,-2354,3336,-327
651,1669786126.981267,2022-11-30 14:28:46.981267,28,-2342,3372,-335
651,1669786127.137517,2022-11-30 14:28:47.137517,28,-2330,3356,-351
651,1669786127.326959,2022-11-30 14:28:47.326959,28,-2342,3376,-339
651,1669786127.483563,2022-11-30 14:28:47.483563,28,-2326,3392,-311
651,1669786127.686687,2022-11-30 14:28:47.686687,28,-2366,3364,-367
651,1669786127.983564,2022-11-30 14:28:47.983564,28,-2426,3364,-307
651,1669786128.171067,2022-11-30 14:28:48.171067,28,-2314,3332,-319
651,1669786128.264459,2022-11-30 14:28:48.264459,28,-2346,3360,-291
651,1669786128.483568,2022-11-30 14:28:48.483568,28,-2354,3360,-351
651,1669786128.67112,2022-11-30 14:28:48.671120,28,-2314,3364,-315
651,1669786128.796106,2022-11-30 14:28:48.796106,28,-2354,3368,-279
651,1669786128.983566,2022-11-30 14:28:48.983566,28,-2330,3376,-291
651,1669786129.171371,2022-11-30 14:28:49.171371,28,-2358,3364,-351
651,1669786129.297709,2022-11-30 14:28:49.297709,28,-2374,3376,-371
651,1669786129.500834,2022-11-30 14:28:49.500834,28,-2346,3348,-351
651,1669786129.782445,2022-11-30 14:28:49.782445,28,-2330,3340,-275
651,1669786129.955959,2022-11-30 14:28:49.955959,28,-2346,3412,-343
651,1669786130.081168,2022-11-30 14:28:50.081168,28,-2342,3392,-315
651,1669786130.237418,2022-11-30 14:28:50.237418,28,-2358,3372,-363
651,1669786130.471821,2022-11-30 14:28:50.471821,28,-2374,3364,-375
651,1669786130.533941,2022-11-30 14:28:50.533941,28,-2306,3400,-355
651,1669786130.815543,2022-11-30 14:28:50.815543,28,-2346,3340,-335
651,1669786130.971807,2022-11-30 14:28:50.971807,28,-2362,3384,-303
651,1669786131.034088,2022-11-30 14:28:51.034088,28,-2374,3356,-339
651,1669786131.302341,2022-11-30 14:28:51.302341,28,-2318,3352,-355
651,1669786131.551981,2022-11-30 14:28:51.551981,28,-2342,3328,-323
651,1669786131.723857,2022-11-30 14:28:51.723857,28,-2382,3380,-339
651,1669786131.836144,2022-11-30 14:28:51.836144,28,-2342,3372,-319
651,1669786132.117633,2022-11-30 14:28:52.117633,28,-2310,3336,-375
651,1669786132.148633,2022-11-30 14:28:52.148633,28,-2346,3324,-307
651,1669786132.586339,2022-11-30 14:28:52.586339,28,-2326,3348,-335
651,1669786132.647907,2022-11-30 14:28:52.647907,28,-2390,3356,-387
651,1669786132.835578,2022-11-30 14:28:52.835578,28,-2382,3364,-335
651,1669786132.882135,2022-11-30 14:28:52.882135,28,-2346,3336,-391
651,1669786133.283936,2022-11-30 14:28:53.283936,28,-2346,3364,-299
651,1669786133.330629,2022-11-30 14:28:53.330629,28,-2350,3368,-323
651,1669786133.518343,2022-11-30 14:28:53.518343,28,-2370,3352,-303
651,1669786133.783968,2022-11-30 14:28:53.783968,28,-2350,3356,-331
651,1669786133.971436,2022-11-30 14:28:53.971436,28,-2346,3384,-351
651,1669786134.080828,2022-11-30 14:28:54.080828,28,-2346,3348,-339
651,1669786134.284022,2022-11-30 14:28:54.284022,28,-2402,3372,-319
651,1669786134.471497,2022-11-30 14:28:54.471497,28,-2350,3412,-339
651,1669786134.565218,2022-11-30 14:28:54.565218,28,-2346,3344,-323
651,1669786134.783969,2022-11-30 14:28:54.783969,28,-2342,3360,-367
651,1669786134.971487,2022-11-30 14:28:54.971487,28,-2354,3348,-371
651,1669786135.065217,2022-11-30 14:28:55.065217,28,-2326,3364,-343
651,1669786135.301839,2022-11-30 14:28:55.301839,28,-2366,3372,-323
651,1669786135.583092,2022-11-30 14:28:55.583092,28,-2334,3372,-331
651,1669786135.770587,2022-11-30 14:28:55.770587,28,-2350,3344,-359
651,1669786135.864339,2022-11-30 14:28:55.864339,28,-2358,3360,-331
651,1669786136.083093,2022-11-30 14:28:56.083093,28,-2374,3368,-339
651,1669786136.270592,2022-11-30 14:28:56.270592,28,-2334,3380,-327
651,1669786136.379965,2022-11-30 14:28:56.379965,28,-2358,3376,-355
651,1669786136.645588,2022-11-30 14:28:56.645588,28,-2418,3384,-419
651,1669786136.770592,2022-11-30 14:28:56.770592,28,-2398,3332,-359
651,1669786136.833085,2022-11-30 14:28:56.833085,28,-2350,3356,-347
651,1669786137.129965,2022-11-30 14:28:57.129965,28,-2362,3368,-315
651,1669786137.225946,2022-11-30 14:28:57.225946,28,-2330,3388,-299
651,1669786137.39782,2022-11-30 14:28:57.397820,28,-2378,3348,-339
651,1669786137.647463,2022-11-30 14:28:57.647463,28,-2350,3372,-331
651,1669786137.882233,2022-11-30 14:28:57.882233,28,-2338,3360,-295
651,1669786138.085371,2022-11-30 14:28:58.085371,28,-2326,3380,-343
651,1669786138.132223,2022-11-30 14:28:58.132223,28,-2322,3360,-351
651,1669786138.42912,2022-11-30 14:28:58.429120,28,-2334,3348,-315
651,1669786138.522824,2022-11-30 14:28:58.522824,28,-2326,3352,-355
651,1669786138.67911,2022-11-30 14:28:58.679110,28,-2350,3372,-359
651,1669786138.92909,2022-11-30 14:28:58.929090,28,-2378,3400,-351
651,1669786139.069694,2022-11-30 14:28:59.069694,28,-2330,3348,-331
651,1669786139.384451,2022-11-30 14:28:59.384451,28,-2394,3380,-351
651,1669786139.493824,2022-11-30 14:28:59.493824,28,-2314,3360,-307
651,1669786139.603168,2022-11-30 14:28:59.603168,28,-2338,3380,-335
651,1669786139.884448,2022-11-30 14:28:59.884448,28,-2302,3336,-343
651,1669786140.058616,2022-11-30 14:29:00.058616,29,-2334,3380,-331
651,1669786140.183616,2022-11-30 14:29:00.183616,29,-2378,3380,-327
651,1669786140.386744,2022-11-30 14:29:00.386744,29,-2326,3344,-355
651,1669786140.683614,2022-11-30 14:29:00.683614,29,-2326,3368,-339
651,1669786140.777011,2022-11-30 14:29:00.777011,29,-2346,3344,-347
651,1669786140.933616,2022-11-30 14:29:00.933616,29,-2366,3360,-387
651,1669786141.183613,2022-11-30 14:29:01.183613,29,-2354,3404,-355
651,1669786141.372596,2022-11-30 14:29:01.372596,29,-2342,3372,-355
651,1669786141.419466,2022-11-30 14:29:01.419466,29,-2350,3384,-299
651,1669786141.669467,2022-11-30 14:29:01.669467,29,-2362,3368,-323
651,1669786141.853054,2022-11-30 14:29:01.853054,29,-2350,3356,-271
651,1669786142.071726,2022-11-30 14:29:02.071726,29,-2370,3384,-411
651,1669786142.181122,2022-11-30 14:29:02.181122,29,-2354,3368,-331
651,1669786142.384246,2022-11-30 14:29:02.384246,29,-2346,3396,-375
651,1669786142.477637,2022-11-30 14:29:02.477637,29,-2370,3356,-395
651,1669786142.743261,2022-11-30 14:29:02.743261,29,-2354,3376,-299
651,1669786142.946387,2022-11-30 14:29:02.946387,29,-2370,3380,-371
651,1669786143.118626,2022-11-30 14:29:03.118626,29,-2318,3380,-359
651,1669786143.212354,2022-11-30 14:29:03.212354,29,-2326,3404,-351
651,1669786143.448112,2022-11-30 14:29:03.448112,29,-2310,3352,-375
651,1669786143.651579,2022-11-30 14:29:03.651579,29,-2314,3388,-371
651,1669786143.870344,2022-11-30 14:29:03.870344,29,-2354,3360,-343
651,1669786143.932904,2022-11-30 14:29:03.932904,29,-2338,3344,-319
651,1669786144.182895,2022-11-30 14:29:04.182895,29,-2330,3360,-303
651,1669786144.417218,2022-11-30 14:29:04.417218,29,-2334,3388,-375
651,1669786144.448262,2022-11-30 14:29:04.448262,29,-2354,3380,-355
651,1669786144.807843,2022-11-30 14:29:04.807843,29,-2334,3308,-371
651,1669786144.839091,2022-11-30 14:29:04.839091,29,-2362,3400,-335
651,1669786145.026561,2022-11-30 14:29:05.026561,29,-2350,3376,-355
651,1669786145.372667,2022-11-30 14:29:05.372667,29,-2342,3372,-295
651,1669786145.435151,2022-11-30 14:29:05.435151,29,-2318,3404,-351
651,1669786145.669554,2022-11-30 14:29:05.669554,29,-2350,3360,-351
651,1669786145.778872,2022-11-30 14:29:05.778872,29,-2338,3376,-323
651,1669786145.982031,2022-11-30 14:29:05.982031,29,-2290,3296,-363
651,1669786146.122434,2022-11-30 14:29:06.122434,29,-2338,3340,-347
651,1669786146.482033,2022-11-30 14:29:06.482033,29,-2346,3348,-351
651,1669786146.669307,2022-11-30 14:29:06.669307,29,-2342,3324,-331
651,1669786146.669307,2022-11-30 14:29:06.669307,29,-2310,3400,-383
651,1669786146.76328,2022-11-30 14:29:06.763280,29,-2314,3352,-367
651,1669786147.169556,2022-11-30 14:29:07.169556,29,-2362,3384,-347
651,1669786147.20078,2022-11-30 14:29:07.200780,29,-2354,3384,-379
651,1669786147.484497,2022-11-30 14:29:07.484497,29,-2338,3352,-339
651,1669786147.671985,2022-11-30 14:29:07.671985,29,-2350,3360,-303
651,1669786147.843862,2022-11-30 14:29:07.843862,29,-2326,3388,-355
651,1669786148.171988,2022-11-30 14:29:08.171988,29,-2354,3360,-395
651,1669786148.187608,2022-11-30 14:29:08.187608,29,-2366,3328,-363
651,1669786148.437611,2022-11-30 14:29:08.437611,29,-2338,3348,-359
651,1669786148.562579,2022-11-30 14:29:08.562579,29,-2378,3368,-323
651,1669786148.625101,2022-11-30 14:29:08.625101,29,-2358,3408,-367
651,1669786148.781384,2022-11-30 14:29:08.781384,29,-2338,3356,-359
651,1669786149.046988,2022-11-30 14:29:09.046988,29,-2362,3392,-299
651,1669786149.203273,2022-11-30 14:29:09.203273,29,-2334,3324,-355
651,1669786149.626694,2022-11-30 14:29:09.626694,29,-2350,3352,-343
651,1669786149.657946,2022-11-30 14:29:09.657946,29,-2346,3388,-347
651,1669786149.783311,2022-11-30 14:29:09.783311,29,-2362,3348,-363
651,1669786149.973212,2022-11-30 14:29:09.973212,29,-2354,3392,-339
651,1669786150.098147,2022-11-30 14:29:10.098147,29,-2378,3372,-355
651,1669786150.285681,2022-11-30 14:29:10.285681,29,-2330,3404,-339
651,1669786150.582557,2022-11-30 14:29:10.582557,29,-2362,3372,-311
651,1669786150.770067,2022-11-30 14:29:10.770067,29,-2362,3364,-375
651,1669786150.832559,2022-11-30 14:29:10.832559,29,-2334,3388,-355
651,1669786151.082556,2022-11-30 14:29:11.082556,29,-2374,3356,-335
651,1669786151.223485,2022-11-30 14:29:11.223485,29,-2354,3356,-399
651,1669786151.349993,2022-11-30 14:29:11.349993,29,-2382,3380,-335
651,1669786151.569106,2022-11-30 14:29:11.569106,29,-2342,3348,-327
651,1669786151.631602,2022-11-30 14:29:11.631602,29,-2342,3396,-335
651,1669786151.915829,2022-11-30 14:29:11.915829,29,-2350,3392,-327
651,1669786152.072105,2022-11-30 14:29:12.072105,29,-2318,3344,-359
651,1669786152.384579,2022-11-30 14:29:12.384579,29,-2306,3364,-303
651,1669786152.52523,2022-11-30 14:29:12.525230,29,-2310,3404,-315
651,1669786152.572088,2022-11-30 14:29:12.572088,29,-2362,3340,-323
651,1669786152.884388,2022-11-30 14:29:12.884388,29,-2366,3400,-323
651,1669786153.07208,2022-11-30 14:29:13.072080,29,-2374,3352,-363
651,1669786153.181456,2022-11-30 14:29:13.181456,29,-2346,3352,-351
651,1669786153.418157,2022-11-30 14:29:13.418157,29,-2334,3392,-367
651,1669786153.480632,2022-11-30 14:29:13.480632,29,-2342,3396,-351
651,1669786153.855415,2022-11-30 14:29:13.855415,29,-2346,3352,-319
651,1669786153.949383,2022-11-30 14:29:13.949383,29,-2342,3328,-355
651,1669786154.183771,2022-11-30 14:29:14.183771,29,-2358,3364,-339
651,1669786154.433758,2022-11-30 14:29:14.433758,29,-2334,3396,-331
651,1669786154.480652,2022-11-30 14:29:14.480652,29,-2354,3380,-331
651,1669786154.683754,2022-11-30 14:29:14.683754,29,-2374,3400,-331
651,1669786154.824384,2022-11-30 14:29:14.824384,29,-2390,3392,-315
651,1669786154.980632,2022-11-30 14:29:14.980632,29,-2334,3352,-331
651,1669786155.263601,2022-11-30 14:29:15.263601,29,-2346,3376,-343
651,1669786155.451101,2022-11-30 14:29:15.451101,29,-2362,3376,-315
651,1669786155.451101,2022-11-30 14:29:15.451101,29,-2362,3344,-303
651,1669786155.779223,2022-11-30 14:29:15.779223,29,-2346,3376,-347
651,1669786155.98235,2022-11-30 14:29:15.982350,29,-2354,3348,-303
651,1669786156.169916,2022-11-30 14:29:16.169916,29,-2378,3384,-331
651,1669786156.232137,2022-11-30 14:29:16.232137,29,-2346,3388,-367
651,1669786156.482352,2022-11-30 14:29:16.482352,29,-2358,3308,-367
651,1669786156.669907,2022-11-30 14:29:16.669907,29,-2286,3388,-327
651,1669786156.763601,2022-11-30 14:29:16.763601,29,-2406,3376,-343
651,1669786157.013256,2022-11-30 14:29:17.013256,29,-2398,3296,-351
651,1669786157.169862,2022-11-30 14:29:17.169862,29,-2330,3348,-331
651,1669786157.328317,2022-11-30 14:29:17.328317,29,-2346,3408,-363
651,1669786157.531419,2022-11-30 14:29:17.531419,29,-2350,3384,-343
651,1669786157.734193,2022-11-30 14:29:17.734193,29,-2342,3364,-375
651,1669786157.984512,2022-11-30 14:29:17.984512,29,-2402,3412,-303
651,1669786158.125172,2022-11-30 14:29:18.125172,29,-2362,3360,-347
651,1669786158.281421,2022-11-30 14:29:18.281421,29,-2370,3348,-315
651,1669786158.437734,2022-11-30 14:29:18.437734,29,-2342,3376,-331
